benchmark_id,content_sha256,parse_status,parse_error,file_bytes,line_count,node_count,dataset_year,producer,suite,state_count,scalar_state_count,array_state_count,input_count,named_state_count,clean_state_count,named_state_ratio,clean_named_ratio,software_origin,has_array,array_sort_count,bad_count,constraint_count,state_widths,max_state_width,add_count,sub_count,mul_count,mul_const_const_count,mul_const_var_count,mul_var_var_count,divrem_count,ite_count,read_count,write_count,arithmetic_class,size_bucket,operator_counts_json,parse_time_sec
2020/hwmcc20/btor2/array/2019/wolf/2019A/picorv32_mutAX_mem-p0.btor,05c4fa41aecf007ce8aa914ff6f7821fc5368e6469648bfc794824544ff08301,ok,,142298,6162,6160,2020,wolf,2019A,267,265,2,5,222,0,0.831461,0.000000,0,1,1,1,216,1;2;4;5;8;16;30;32;64,64,22,8,0,0,0,0,0,1216,6,2,affine,1k-10k,"{""add"": 22, ""and"": 370, ""concat"": 1270, ""const"": 54, ""eq"": 549, ""ite"": 1216, ""neq"": 2, ""not"": 318, ""or"": 349, ""read"": 6, ""redand"": 183, ""redor"": 126, ""slice"": 711, ""sll"": 4, ""slt"": 2, ""sra"": 2, ""sub"": 8, ""uext"": 200, ""ult"": 2, ""write"": 2, ""xor"": 2}",0.131110
2020/hwmcc20/btor2/array/2019/wolf/2019A/picorv32_mutAX_mem-p7.btor,f76873136e03f25b21143f64a0ea322afe80012b33a840abe5bd646cbce08074,ok,,142298,6162,6160,2020,wolf,2019A,267,265,2,5,222,0,0.831461,0.000000,0,1,1,1,216,1;2;4;5;8;16;30;32;64,64,22,8,0,0,0,0,0,1216,6,2,affine,1k-10k,"{""add"": 22, ""and"": 370, ""concat"": 1270, ""const"": 54, ""eq"": 549, ""ite"": 1216, ""neq"": 2, ""not"": 318, ""or"": 349, ""read"": 6, ""redand"": 183, ""redor"": 126, ""slice"": 711, ""sll"": 4, ""slt"": 2, ""sra"": 2, ""sub"": 8, ""uext"": 200, ""ult"": 2, ""write"": 2, ""xor"": 2}",0.106390
2020/hwmcc20/btor2/array/2019/wolf/2019A/picorv32_mutAY_mem-p5.btor,d8660416ff87eabeef769b87eb160719f9507eff3eb3ecb28b75ba5763f9a2cd,ok,,106706,4580,4578,2020,wolf,2019A,267,265,2,5,222,0,0.831461,0.000000,0,1,1,1,1,1;2;4;5;8;16;30;32;64,64,22,8,0,0,0,0,0,1216,6,2,affine,1k-10k,"{""add"": 22, ""and"": 370, ""concat"": 923, ""const"": 54, ""eq"": 137, ""ite"": 1216, ""neq"": 2, ""not"": 103, ""or"": 134, ""read"": 6, ""redand"": 5, ""redor"": 126, ""slice"": 711, ""sll"": 4, ""slt"": 2, ""sra"": 2, ""sub"": 8, ""uext"": 200, ""ult"": 2, ""write"": 2, ""xor"": 2}",0.119400
2020/hwmcc20/btor2/array/2019/wolf/2019A/picorv32_mutAY_mem-p6.btor,d99039d921be7a8cc8ff1cfc3159d92deb1989f24ba228783d64b0ac9ff38f8a,ok,,106706,4580,4578,2020,wolf,2019A,267,265,2,5,222,0,0.831461,0.000000,0,1,1,1,1,1;2;4;5;8;16;30;32;64,64,22,8,0,0,0,0,0,1216,6,2,affine,1k-10k,"{""add"": 22, ""and"": 370, ""concat"": 923, ""const"": 54, ""eq"": 137, ""ite"": 1216, ""neq"": 2, ""not"": 103, ""or"": 134, ""read"": 6, ""redand"": 5, ""redor"": 126, ""slice"": 711, ""sll"": 4, ""slt"": 2, ""sra"": 2, ""sub"": 8, ""uext"": 200, ""ult"": 2, ""write"": 2, ""xor"": 2}",0.120414
2020/hwmcc20/btor2/array/2019/wolf/2019A/picorv32_mutAY_mem-p8.btor,b397ab6273a8549916737840678a709bcf61bda7206856f13154a264f84f7ca8,ok,,106706,4580,4578,2020,wolf,2019A,267,265,2,5,222,0,0.831461,0.000000,0,1,1,1,1,1;2;4;5;8;16;30;32;64,64,22,8,0,0,0,0,0,1216,6,2,affine,1k-10k,"{""add"": 22, ""and"": 370, ""concat"": 923, ""const"": 54, ""eq"": 137, ""ite"": 1216, ""neq"": 2, ""not"": 103, ""or"": 134, ""read"": 6, ""redand"": 5, ""redor"": 126, ""slice"": 711, ""sll"": 4, ""slt"": 2, ""sra"": 2, ""sub"": 8, ""uext"": 200, ""ult"": 2, ""write"": 2, ""xor"": 2}",0.116330
2020/hwmcc20/btor2/array/2019/wolf/2019A/picorv32_mutBX_mem-p1.btor,d876e3036967c43f6bddae6eb1c5172ac016937ef9f7bbc51ce9c64b9fa7609f,ok,,142291,6162,6160,2020,wolf,2019A,267,265,2,5,222,0,0.831461,0.000000,0,1,1,1,216,1;2;4;5;8;16;30;32;64,64,22,8,0,0,0,0,0,1216,6,2,affine,1k-10k,"{""add"": 22, ""and"": 370, ""concat"": 1269, ""const"": 54, ""eq"": 549, ""ite"": 1216, ""neq"": 2, ""not"": 319, ""or"": 349, ""read"": 6, ""redand"": 183, ""redor"": 126, ""slice"": 711, ""sll"": 4, ""slt"": 2, ""sra"": 2, ""sub"": 8, ""uext"": 200, ""ult"": 2, ""write"": 2, ""xor"": 2}",0.129093
2020/hwmcc20/btor2/array/2019/wolf/2019A/picorv32_mutBX_mem-p2.btor,b163dbb0fbc2c0e774e61a22f1d3f70819909a4fbc4e5c0c5207e81d03642146,ok,,142291,6162,6160,2020,wolf,2019A,267,265,2,5,222,0,0.831461,0.000000,0,1,1,1,216,1;2;4;5;8;16;30;32;64,64,22,8,0,0,0,0,0,1216,6,2,affine,1k-10k,"{""add"": 22, ""and"": 370, ""concat"": 1269, ""const"": 54, ""eq"": 549, ""ite"": 1216, ""neq"": 2, ""not"": 319, ""or"": 349, ""read"": 6, ""redand"": 183, ""redor"": 126, ""slice"": 711, ""sll"": 4, ""slt"": 2, ""sra"": 2, ""sub"": 8, ""uext"": 200, ""ult"": 2, ""write"": 2, ""xor"": 2}",0.109291
2020/hwmcc20/btor2/array/2019/wolf/2019A/picorv32_mutBX_mem-p5.btor,d087854a7e0d803ea48d36019db1cc85c3fc431c3a9401c48d018ab7cb163c8d,ok,,142291,6162,6160,2020,wolf,2019A,267,265,2,5,222,0,0.831461,0.000000,0,1,1,1,216,1;2;4;5;8;16;30;32;64,64,22,8,0,0,0,0,0,1216,6,2,affine,1k-10k,"{""add"": 22, ""and"": 370, ""concat"": 1269, ""const"": 54, ""eq"": 549, ""ite"": 1216, ""neq"": 2, ""not"": 319, ""or"": 349, ""read"": 6, ""redand"": 183, ""redor"": 126, ""slice"": 711, ""sll"": 4, ""slt"": 2, ""sra"": 2, ""sub"": 8, ""uext"": 200, ""ult"": 2, ""write"": 2, ""xor"": 2}",0.114139
2020/hwmcc20/btor2/array/2019/wolf/2019A/picorv32_mutBX_mem-p6.btor,446a8de35b74a8c0fe521fdafa9f8aaf0dc8829f42418312e246e32fe45e3abb,ok,,142291,6162,6160,2020,wolf,2019A,267,265,2,5,222,0,0.831461,0.000000,0,1,1,1,216,1;2;4;5;8;16;30;32;64,64,22,8,0,0,0,0,0,1216,6,2,affine,1k-10k,"{""add"": 22, ""and"": 370, ""concat"": 1269, ""const"": 54, ""eq"": 549, ""ite"": 1216, ""neq"": 2, ""not"": 319, ""or"": 349, ""read"": 6, ""redand"": 183, ""redor"": 126, ""slice"": 711, ""sll"": 4, ""slt"": 2, ""sra"": 2, ""sub"": 8, ""uext"": 200, ""ult"": 2, ""write"": 2, ""xor"": 2}",0.113898
2020/hwmcc20/btor2/array/2019/wolf/2019A/picorv32_mutBX_mem-p7.btor,187f71527d568e12b2dcf9e0ed247b57543fc86d421489db8baeb3322b8a481f,ok,,142291,6162,6160,2020,wolf,2019A,267,265,2,5,222,0,0.831461,0.000000,0,1,1,1,216,1;2;4;5;8;16;30;32;64,64,22,8,0,0,0,0,0,1216,6,2,affine,1k-10k,"{""add"": 22, ""and"": 370, ""concat"": 1269, ""const"": 54, ""eq"": 549, ""ite"": 1216, ""neq"": 2, ""not"": 319, ""or"": 349, ""read"": 6, ""redand"": 183, ""redor"": 126, ""slice"": 711, ""sll"": 4, ""slt"": 2, ""sra"": 2, ""sub"": 8, ""uext"": 200, ""ult"": 2, ""write"": 2, ""xor"": 2}",0.113273
2020/hwmcc20/btor2/array/2019/wolf/2019A/picorv32_mutBY_mem-p4.btor,ae2f2fef1091964c143ff3001670f0021fdb9ea5b3937a38f7892e6e1ddee5a4,ok,,106699,4580,4578,2020,wolf,2019A,267,265,2,5,222,0,0.831461,0.000000,0,1,1,1,1,1;2;4;5;8;16;30;32;64,64,22,8,0,0,0,0,0,1216,6,2,affine,1k-10k,"{""add"": 22, ""and"": 370, ""concat"": 922, ""const"": 54, ""eq"": 137, ""ite"": 1216, ""neq"": 2, ""not"": 104, ""or"": 134, ""read"": 6, ""redand"": 5, ""redor"": 126, ""slice"": 711, ""sll"": 4, ""slt"": 2, ""sra"": 2, ""sub"": 8, ""uext"": 200, ""ult"": 2, ""write"": 2, ""xor"": 2}",0.110589
2020/hwmcc20/btor2/array/2019/wolf/2019A/picorv32_mutBY_mem-p8.btor,aa24121ef26a44b9e62d66047f7ecfa9afaebd939eb9bbe733c8efb3d99289e7,ok,,106699,4580,4578,2020,wolf,2019A,267,265,2,5,222,0,0.831461,0.000000,0,1,1,1,1,1;2;4;5;8;16;30;32;64,64,22,8,0,0,0,0,0,1216,6,2,affine,1k-10k,"{""add"": 22, ""and"": 370, ""concat"": 922, ""const"": 54, ""eq"": 137, ""ite"": 1216, ""neq"": 2, ""not"": 104, ""or"": 134, ""read"": 6, ""redand"": 5, ""redor"": 126, ""slice"": 711, ""sll"": 4, ""slt"": 2, ""sra"": 2, ""sub"": 8, ""uext"": 200, ""ult"": 2, ""write"": 2, ""xor"": 2}",0.117028
