schema,pilot_sha256,benchmark_id,content_sha256,source_family_id,selection_role,expected_verdict,config,phase_mode,verdict,engine,pool_candidate_count,selected_candidate_count,route_count,phase_count,candidate_sha256,route_sha256,certificate_time_sec,model_checker_time_sec,offline_time_sec,certificate_ok,certificate_checks_json,error,report_path,report_sha256
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/SpamAssassin-loop.btor2,8766f2f99e909941ced206fdb9a1dab7205d1110e0a0c2ee85db86100df3236b,68d0cd7105ca5c9fa73e412cfaf7aa09b6f04a9b26a9696fb8132e09b90da9ba,safe-baseline-hard,safe,all-phase-exhaustive,all,timeout,phase-grammar-ic3ia,19320,17024,110,21,596abe6e458840eeef59b9bdf0386bbadb5c9de6ce3d42bb19abfebf0ad283fe,c8a80dad736a341eafb78051d5e3e777bd7fe941c6815990bd0dba8b39060953,20.137625,10.083369,30.520281,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unknown""}, {""name"": ""C3 H=>notBAD"", ""result"": ""not-run""}]",,reports/SpamAssassin-loop-dd56a58e9ddb.all-phase-exhaustive.json,ed6c09c53c31005154a239a059ccb6841eb68ac554e7cadca9ee607e3667347b
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/SpamAssassin-loop.btor2,8766f2f99e909941ced206fdb9a1dab7205d1110e0a0c2ee85db86100df3236b,68d0cd7105ca5c9fa73e412cfaf7aa09b6f04a9b26a9696fb8132e09b90da9ba,safe-baseline-hard,safe,global-exhaustive,global,timeout,phase-grammar-ic3ia,920,5,110,0,849edb12775044074fb5d7eea6ff8f29f48f44d8c745955f64bf20d02e51f972,c8a80dad736a341eafb78051d5e3e777bd7fe941c6815990bd0dba8b39060953,3.459011,10.109678,13.590020,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",,reports/SpamAssassin-loop-dd56a58e9ddb.global-exhaustive.json,045b083de7d8b43d654341029de9d28e997bd17c9935d7298afc1211c9eff4fe
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/heapsort.btor2,f7fb24aa2f34d8713d3565db2bac6fa89ad16599a9ee04a53519277a86350df3,a9ddc1895f3a2766e8e86b924ecab86dd64e4eb86a07ad3ff7ccc92aec803dfd,safe-baseline-hard,safe,all-phase-exhaustive,all,timeout,phase-grammar-ic3ia,17480,15835,110,19,2cf656f2e10ded7fe5cd7d619f0b605c5a1e3890c772e459c0e6e580a312c65b,d52c1a29497588aee327bb79c2294390838a3d53855f2962806cf6fd989d006e,20.439066,10.080360,30.669182,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unknown""}, {""name"": ""C3 H=>notBAD"", ""result"": ""not-run""}]",,reports/heapsort-4908dabe0f33.all-phase-exhaustive.json,d725665e99966318f543b79fc881e9e49a33af12198913ba899039867abbd213
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/heapsort.btor2,f7fb24aa2f34d8713d3565db2bac6fa89ad16599a9ee04a53519277a86350df3,a9ddc1895f3a2766e8e86b924ecab86dd64e4eb86a07ad3ff7ccc92aec803dfd,safe-baseline-hard,safe,global-exhaustive,global,timeout,phase-grammar-ic3ia,920,5,110,0,51b4729b75aacd3b874dc1da1573fa1a5b4f7e9c41dcfa700086243c8d6b4479,d52c1a29497588aee327bb79c2294390838a3d53855f2962806cf6fd989d006e,2.013345,10.190705,12.224486,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",,reports/heapsort-4908dabe0f33.global-exhaustive.json,ba7a2a9af3394f843fc88da61b6fd3cb866f7529e18fcf85ddb7921e9a10431a
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/id_trans.btor2,fdc57df44a2884ecdbcc8a341de2a349398ebb4cd44326fc6b6ee4e62e99af1f,57db45734209707f4e901d2380266222d2fcca8a26597b1f268f6a9ae1519c5b,unsafe-soundness-control,unsafe,all-phase-exhaustive,all,sat,phase-grammar-ic3ia,1960,1246,28,8,aa893cb2e376eeb67f678e2dfa74158215e844e77ae982551cf6d1ce0535d7ba,64cdf134bb0400852b72d8c6898afb21763b8bc55cc4613cb4b16dc3e36e1a38,20.091532,5.630366,25.751865,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unknown""}, {""name"": ""C3 H=>notBAD"", ""result"": ""not-run""}]",,reports/id_trans-3a1483662015.all-phase-exhaustive.json,5cac1c6e6258a0722085b51aab6ecfb7e6635f056454d46e8265248b67f378de
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/id_trans.btor2,fdc57df44a2884ecdbcc8a341de2a349398ebb4cd44326fc6b6ee4e62e99af1f,57db45734209707f4e901d2380266222d2fcca8a26597b1f268f6a9ae1519c5b,unsafe-soundness-control,unsafe,global-exhaustive,global,sat,phase-grammar-ic3ia,245,3,28,0,468c29838aa165a2d579c443a6cc2eb553dc781c4c9b395500082dfc267f9b3e,64cdf134bb0400852b72d8c6898afb21763b8bc55cc4613cb4b16dc3e36e1a38,1.902630,6.395213,8.317997,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",,reports/id_trans-3a1483662015.global-exhaustive.json,98c4bc8f6ab8b4fc2e4a084915198616fe86a4f437660fe81123f7058de91dec
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/large_const.btor2,05fe412e48b075bcd4cdd210c6baf79f1c33f49f3dccbbf31ff1a6837696f285,e5fce9620a92b3264ac061ff282608f1ae2ec756d27dfb9473ffb217ff0e20b5,safe-baseline-control,safe,all-phase-exhaustive,all,timeout,phase-grammar-ic3ia,8880,5070,182,6,7e489a7271e3a2904240ed77c2a9ec9c1c142436eea695e5734c961c6cf0f81e,206ed750ccc0b9256b751c2db1c107a5b250bf7c78c4a2384d2077ec2aea593f,20.137146,10.102019,30.404341,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unknown""}, {""name"": ""C3 H=>notBAD"", ""result"": ""not-run""}]",,reports/large_const-df203632da77.all-phase-exhaustive.json,d97e00905aa5d173fe97e542d9860b4e95990fb94214c675219559aff3cb1d13
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/large_const.btor2,05fe412e48b075bcd4cdd210c6baf79f1c33f49f3dccbbf31ff1a6837696f285,e5fce9620a92b3264ac061ff282608f1ae2ec756d27dfb9473ffb217ff0e20b5,safe-baseline-control,safe,global-exhaustive,global,timeout,phase-grammar-ic3ia,1480,51,182,0,d5b445f5bdd144786f755c4a6b8b08b06a972dc96f6fb1e028368b4cb405baf7,206ed750ccc0b9256b751c2db1c107a5b250bf7c78c4a2384d2077ec2aea593f,5.197741,10.208043,15.436385,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",,reports/large_const-df203632da77.global-exhaustive.json,a3ba9bf4a85a730f5f447f64f779d61757f823a306399842afb6fd802d27401f
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-lit/cggmp2005b.btor2,3d96ce42eec87679ee0e7a37251eace15b910774c5551f9cbe6ac27333a743a8,1041257ee565fc306f7aa52359d391f90360af38959a03b968225ad0c6d969a3,safe-baseline-control,safe,all-phase-exhaustive,all,timeout,phase-grammar-ic3ia,1715,1042,28,7,a5c42dff0097e1bc14d621415fdb9d4b0b4c352c3014fccb7ba6cec9d19231cf,2ce9963152817b96482157f3fb922dc0b123dd557d0e07e4d4e3073706f9978e,20.124873,10.057957,30.206560,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unknown""}, {""name"": ""C3 H=>notBAD"", ""result"": ""not-run""}]",,reports/cggmp2005b-2afdb9487855.all-phase-exhaustive.json,94133669deaaa0ff427445af8ea7f3f2117350563e95409bf3ee3dd22f103b06
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-lit/cggmp2005b.btor2,3d96ce42eec87679ee0e7a37251eace15b910774c5551f9cbe6ac27333a743a8,1041257ee565fc306f7aa52359d391f90360af38959a03b968225ad0c6d969a3,safe-baseline-control,safe,global-exhaustive,global,timeout,phase-grammar-ic3ia,245,5,28,0,581e52a0858d78f36bc14671e54e4b857ef6542d9f0f02f78664c975bf548050,2ce9963152817b96482157f3fb922dc0b123dd557d0e07e4d4e3073706f9978e,0.526011,10.067175,10.598372,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",,reports/cggmp2005b-2afdb9487855.global-exhaustive.json,cfbd064093b7b0fce48505dc17973909a26b8393646bfcf19c900a31c6b0267d
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-lit/gj2007b.btor2,fc08e6eb13be10ad1e5bce28b33cd91902045c026dbe81f6393c1e76a879978c,10ecc8f124fe27235e8a482b96c33b6e4d36ee4c6a008626524a42cd3a1c73fa,safe-baseline-hard,safe,all-phase-exhaustive,all,timeout,phase-grammar-ic3ia,1225,958,28,5,f7d27cbe6519bd0736c612c389b7c90c7fe328a2e57b41788cf064b52447d892,d3816ad4f8bcb86629563bbe2e2ef9ba4d7c781a5a524209f1b782a990b164ea,20.056792,10.067230,30.157480,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unknown""}, {""name"": ""C3 H=>notBAD"", ""result"": ""not-run""}]",,reports/gj2007b-072df8f25540.all-phase-exhaustive.json,2e582e6ce433c272c27560e9ced8d7966805e12965511a591bdafc79c85ba47b
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-lit/gj2007b.btor2,fc08e6eb13be10ad1e5bce28b33cd91902045c026dbe81f6393c1e76a879978c,10ecc8f124fe27235e8a482b96c33b6e4d36ee4c6a008626524a42cd3a1c73fa,safe-baseline-hard,safe,global-exhaustive,global,timeout,phase-grammar-ic3ia,245,22,28,0,61a85b1cbd1dbce246d98073510cf36ed809f227593e2f28f40ac654c25b136d,d3816ad4f8bcb86629563bbe2e2ef9ba4d7c781a5a524209f1b782a990b164ea,1.607737,10.052151,11.664255,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",,reports/gj2007b-072df8f25540.global-exhaustive.json,ad3b7b525d8efe94d2a97d188a51f091611cf8acc5d994a73910c38d3ae768dd
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-lit/hhk2008.btor2,34e4943a3fcb6f5422966b9d638da22c4bfae4658a90d8cedfb52e53958e0a1a,0c95403bb44cb0ea36c25cdc127898e79935815c3c45d3b02160c653981812e2,safe-baseline-hard,safe,all-phase-exhaustive,all,timeout,phase-grammar-ic3ia,2580,1519,60,5,b402a2c45f101206e3bc7e60421610bda2753bae00217af7596821bc44b494ed,8c20819420290605eb46d56c5b03559c81f37f111e257b2a1794677948010f51,20.090302,10.070589,30.194599,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unknown""}, {""name"": ""C3 H=>notBAD"", ""result"": ""not-run""}]",,reports/hhk2008-f17d84e2bdf6.all-phase-exhaustive.json,f5c9f9e2caf47482a8e460db1568a14a24122ea95f4ffaecfe9c0e97be05c3a5
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-lit/hhk2008.btor2,34e4943a3fcb6f5422966b9d638da22c4bfae4658a90d8cedfb52e53958e0a1a,0c95403bb44cb0ea36c25cdc127898e79935815c3c45d3b02160c653981812e2,safe-baseline-hard,safe,global-exhaustive,global,timeout,phase-grammar-ic3ia,516,4,60,0,048006f8cd85b550ff59d06c0a5cd3379715885536d32a83323f541b626e0157,8c20819420290605eb46d56c5b03559c81f37f111e257b2a1794677948010f51,3.687542,10.104044,13.801887,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",,reports/hhk2008-f17d84e2bdf6.global-exhaustive.json,5144f9c345aeda3f7cffef9d84f9ee01cbc1067dbc3eedc83bcb5010d605dcd3
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-new/count_by_nondet.btor2,5ccf184ba14a1f0befce843f36915c82833b3a8b52fbcb4647a1d96afe3b5a50,187627b620b9091b4a27dba65b9a632624823c1b7551271fd61af769b1ef0483,safe-baseline-hard,safe,all-phase-exhaustive,all,timeout,phase-grammar-ic3ia,420,192,10,5,4c0d6670e89ea1e0c35a025153473f396d833e117e739a7e06d8a81ab51567cc,ff7f50c9e71ffd5c790c3666f1730a036f1646a59300f30c9132a15d9eb46c75,4.276831,10.074727,14.358483,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",,reports/count_by_nondet-33334698fa5a.all-phase-exhaustive.json,370e6f2fbbf94ffad8c9bc6d748a8a958a9915056e6af28333c323126c431695
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-new/count_by_nondet.btor2,5ccf184ba14a1f0befce843f36915c82833b3a8b52fbcb4647a1d96afe3b5a50,187627b620b9091b4a27dba65b9a632624823c1b7551271fd61af769b1ef0483,safe-baseline-hard,safe,global-exhaustive,global,timeout,phase-grammar-ic3ia,84,12,10,0,9a8f4d38d365fb528254475984466665b52fe2d992fdc7b53ea1ea9d830e7d08,ff7f50c9e71ffd5c790c3666f1730a036f1646a59300f30c9132a15d9eb46c75,0.401498,10.155349,10.558905,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",,reports/count_by_nondet-33334698fa5a.global-exhaustive.json,67df5555adeed50948722dfdc591b7bcd531e6547232c9fbc4a810f0845c896c
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-simple/nested_5.btor2,c4ce35cac2ae918082fab514f4ef1b626e9128be4e75072869e28c44ef885b11,348dcd12f337ed254c2896d444c3d3122d552a933adff74da2b68d49eb4d2d92,safe-baseline-hard,safe,all-phase-exhaustive,all,timeout,phase-grammar-ic3ia,8280,5792,110,9,80cc21ae6a5e5d6696277986f9840a1a64e3adebcf4954b7ca723f2b28b07044,0222a17bedeef37c000b68b37c19b3e722851d8111def4ba32f78bad0bc38fd3,20.215803,10.096460,30.417039,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unknown""}, {""name"": ""C3 H=>notBAD"", ""result"": ""not-run""}]",,reports/nested_5-6d8e843cdbd0.all-phase-exhaustive.json,4d217a6c203b103cc0ca68515b91f2d7fff5567add43a6ad32cff5ae38a30a77
pono-llm-paired-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-simple/nested_5.btor2,c4ce35cac2ae918082fab514f4ef1b626e9128be4e75072869e28c44ef885b11,348dcd12f337ed254c2896d444c3d3122d552a933adff74da2b68d49eb4d2d92,safe-baseline-hard,safe,global-exhaustive,global,timeout,phase-grammar-ic3ia,920,6,110,0,9e78fd2ef8cc37ee370e4218b57cf9db469c29895f0f271f9ae10a1039891c81,0222a17bedeef37c000b68b37c19b3e722851d8111def4ba32f78bad0bc38fd3,2.572621,10.075708,12.666605,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",,reports/nested_5-6d8e843cdbd0.global-exhaustive.json,2eefb01a4c35d5ce68aa60252c5b727b7d3e7f0d45b30392008943c0c30e96ed
