schema,pilot_sha256,benchmark_id,content_sha256,source_family_id,selection_role,expected_verdict,config,router,arm,route_valid,route_error,verdict,engine,route_count,pool_candidate_count,selected_candidate_count,phase_count,candidate_sha256,route_sha256,certificate_time_sec,model_checker_time_sec,offline_time_sec,generation_time_sec,end_to_end_sec,certificate_ok,certificate_checks_json,report_path,report_sha256
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invariants/linear-inequality-inv-c.btor2,e9f24ede41024d1e2d7e10a837fd1e4588f183ac5ea6367112225749069a1876,dc97bca5346ebea9d4e8c92b83e2ca9cd8148855ad4c6ca4860ef9c37fdb5a67,safe-baseline-hard,safe,llm-lifted,llm,lifted,false,route 0.variables must have one common width,invalid-route,,0,0,0,6,,,0.000000,0.000000,0.000000,2.972120,2.972120,false,[],reports/linear-inequality-inv-c-b8348f25165b.llm-lifted.json,c33f811d4f2f6c86764befeb40bfe9bc4201deea896215958f84f3695cb957f1
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invariants/linear-inequality-inv-c.btor2,e9f24ede41024d1e2d7e10a837fd1e4588f183ac5ea6367112225749069a1876,dc97bca5346ebea9d4e8c92b83e2ca9cd8148855ad4c6ca4860ef9c37fdb5a67,safe-baseline-hard,safe,llm-raw,llm,raw,false,route 0.variables must have one common width,invalid-route,,0,0,0,6,,,0.000000,0.000000,0.000000,2.572253,2.572253,false,[],reports/linear-inequality-inv-c-b8348f25165b.llm-raw.json,08e3490e6737f5cd9b31476ce65bc93f00bac67257dc706fcf5c373542eced18
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invariants/linear-inequality-inv-c.btor2,e9f24ede41024d1e2d7e10a837fd1e4588f183ac5ea6367112225749069a1876,dc97bca5346ebea9d4e8c92b83e2ca9cd8148855ad4c6ca4860ef9c37fdb5a67,safe-baseline-hard,safe,llm-source,llm,source,false,route 0.variables must have one common width,invalid-route,,0,0,0,6,,,0.000000,0.000000,0.000000,2.111128,2.111128,false,[],reports/linear-inequality-inv-c-b8348f25165b.llm-source.json,91f302e16cc37c51a59d6a449e1ddb051b01cea281f38e93fd245d441ea3846c
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invariants/linear-inequality-inv-c.btor2,e9f24ede41024d1e2d7e10a837fd1e4588f183ac5ea6367112225749069a1876,dc97bca5346ebea9d4e8c92b83e2ca9cd8148855ad4c6ca4860ef9c37fdb5a67,safe-baseline-hard,safe,structural-all,structural,target,true,,timeout,phase-grammar-ic3ia,8,486,158,6,845e86878f6ff2fbec2ea7603dfc56c1a2f999d0dc17a9d7fd7063446d0253bf,02a7ef53ab6359a4a4387a827a1b5283e84c8038589303acfaa932c612486375,14.390796,15.717059,30.117246,0.000000,30.117246,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/linear-inequality-inv-c-b8348f25165b.structural-all.json,75763776dac6a63a8cb54c52fa535eadceeae08f596ec31cce0976bd5b692f12
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invariants/linear-inequality-inv-c.btor2,e9f24ede41024d1e2d7e10a837fd1e4588f183ac5ea6367112225749069a1876,dc97bca5346ebea9d4e8c92b83e2ca9cd8148855ad4c6ca4860ef9c37fdb5a67,safe-baseline-hard,safe,structural-global,structural,target,true,,timeout,phase-grammar-ic3ia,8,81,0,0,bef6b3b6d0727edcfadd195dcb995b06853a9c9d95a055bfc89d61ee2a2e950c,02a7ef53ab6359a4a4387a827a1b5283e84c8038589303acfaa932c612486375,0.310633,10.112978,10.425780,0.000000,10.425780,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/linear-inequality-inv-c-b8348f25165b.structural-global.json,d16dce190a53d0315fb9d44bd24ac632d925e82a5e277dd8beab35359ceea7d4
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/SpamAssassin-loop.btor2,8766f2f99e909941ced206fdb9a1dab7205d1110e0a0c2ee85db86100df3236b,68d0cd7105ca5c9fa73e412cfaf7aa09b6f04a9b26a9696fb8132e09b90da9ba,safe-baseline-hard,safe,llm-lifted,llm,lifted,true,,timeout,phase-grammar-ic3ia,8,168,102,21,ea97bf29010b1a3011862f20220ba593c627185a13fbcd25df87076955a25808,f2e79fd23a31cd63d6c5cd301143a5cba84e7657289dcc65a2fd8e09b65e1d55,2.214223,10.323498,12.543682,3.525577,16.069259,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/SpamAssassin-loop-dd56a58e9ddb.llm-lifted.json,ffba84432cd707a7c6b88affbdf9b5a0da8d285504c169346f4258e6c8fc13ec
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/SpamAssassin-loop.btor2,8766f2f99e909941ced206fdb9a1dab7205d1110e0a0c2ee85db86100df3236b,68d0cd7105ca5c9fa73e412cfaf7aa09b6f04a9b26a9696fb8132e09b90da9ba,safe-baseline-hard,safe,llm-raw,llm,raw,false,route 0.offsets must not contain duplicates,invalid-route,,0,0,0,21,,,0.000000,0.000000,0.000000,2.666259,2.666259,false,[],reports/SpamAssassin-loop-dd56a58e9ddb.llm-raw.json,41be7cb82d11a70b05587fa367ad89524aa9ab2675c43c3e25a99e548a198ff5
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/SpamAssassin-loop.btor2,8766f2f99e909941ced206fdb9a1dab7205d1110e0a0c2ee85db86100df3236b,68d0cd7105ca5c9fa73e412cfaf7aa09b6f04a9b26a9696fb8132e09b90da9ba,safe-baseline-hard,safe,llm-source,llm,source,true,,unknown,phase-grammar-ic3ia,6,126,104,21,07aaf02dc4acf9d57ea8c9090007c81c25ee7fc5763418f4d6c571ba9d7de961,a89bd9ba32e7b6d897c70f06bfba6e9cbcc1b6e7a2dd287159c16dc2e5a3c533,0.875361,3.504980,4.385938,3.187003,7.572941,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/SpamAssassin-loop-dd56a58e9ddb.llm-source.json,d6104e9cf7b24f447f87fe6c9b6943f0da21dacddcb022b70caa17c6c400b282
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/SpamAssassin-loop.btor2,8766f2f99e909941ced206fdb9a1dab7205d1110e0a0c2ee85db86100df3236b,68d0cd7105ca5c9fa73e412cfaf7aa09b6f04a9b26a9696fb8132e09b90da9ba,safe-baseline-hard,safe,random-lifted,random,lifted,true,,timeout,phase-grammar-ic3ia,5,168,93,21,3991ec63b48dfb2f306a890ca542f3dcd9548bde7f0dfd0758e6f1678f373867,ec32cff0ccc917025c881f0bec41e3ba1b8853e86d36cfb81d208e4b837bef60,0.844664,11.523015,12.373128,0.000000,12.373128,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/SpamAssassin-loop-dd56a58e9ddb.random-lifted.json,47e6bb92dede42dbc5e2bc402415cc3de6572ec5cd6e842b6181afc686e9e8f6
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/SpamAssassin-loop.btor2,8766f2f99e909941ced206fdb9a1dab7205d1110e0a0c2ee85db86100df3236b,68d0cd7105ca5c9fa73e412cfaf7aa09b6f04a9b26a9696fb8132e09b90da9ba,safe-baseline-hard,safe,random-source,random,source,true,,timeout,phase-grammar-ic3ia,1,126,60,21,7b62ad5afb7d754424754a5e3a154cb2f5c5c0b024a9f20c13020484aee7788a,a723109cc4ef62c2c6e11b3caf5e1d6acd71fcbd84d9b544b9b3cbff1205a40f,1.067150,14.248316,15.319780,0.000000,15.319780,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/SpamAssassin-loop-dd56a58e9ddb.random-source.json,2365c84af37cb81899a3f2dc597ff92681a6594860bb4dc347c78d375b4d677b
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/SpamAssassin-loop.btor2,8766f2f99e909941ced206fdb9a1dab7205d1110e0a0c2ee85db86100df3236b,68d0cd7105ca5c9fa73e412cfaf7aa09b6f04a9b26a9696fb8132e09b90da9ba,safe-baseline-hard,safe,structural-all,structural,target,true,,timeout,phase-grammar-ic3ia,8,1764,1034,21,dcf1b2994ce427da6c9706bb919da3f1beb33dfa956416d73c8b8c7179f05bf9,0bf4df1bd8c73273de20fdb9ad0d2c2136824cee3f1932dc5e305b24e1d3b7e9,14.240463,15.418953,29.681953,0.000000,29.681953,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/SpamAssassin-loop-dd56a58e9ddb.structural-all.json,bbd43ff3c8b43125e540f75afe9984a5d409d2d0bb6def8be4d28efaad0e3f4f
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/SpamAssassin-loop.btor2,8766f2f99e909941ced206fdb9a1dab7205d1110e0a0c2ee85db86100df3236b,68d0cd7105ca5c9fa73e412cfaf7aa09b6f04a9b26a9696fb8132e09b90da9ba,safe-baseline-hard,safe,structural-global,structural,target,true,,unknown,phase-grammar-ic3ia,8,84,0,0,b522b7a33d239b1d4eb9304f508cad0a6a51819cb4f0d10bdf4f24a5344fba34,0bf4df1bd8c73273de20fdb9ad0d2c2136824cee3f1932dc5e305b24e1d3b7e9,0.148963,9.489907,9.642362,0.000000,9.642362,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/SpamAssassin-loop-dd56a58e9ddb.structural-global.json,04a01d102190fa8082b666c636f92f31c47b695d3ab5cf6013aa6461aecc29e8
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/heapsort.btor2,f7fb24aa2f34d8713d3565db2bac6fa89ad16599a9ee04a53519277a86350df3,a9ddc1895f3a2766e8e86b924ecab86dd64e4eb86a07ad3ff7ccc92aec803dfd,safe-baseline-hard,safe,llm-lifted,llm,lifted,true,,timeout,phase-grammar-ic3ia,7,133,47,19,5820a74cf292946ddcadeecd03c17e0d847369dcc57aacbc6272abac14a4cdbf,a1fc88c36932ee2809c8fa66d0dcb0a516ce5f2cbc4d398411cc4af5e58aee94,1.541276,10.102182,11.648152,3.221272,14.869424,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/heapsort-4908dabe0f33.llm-lifted.json,5e08ccc6f0b5b5b5f6c350d05509a8be490dcedbeacc95f245fb3b8a7e8fd250
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/heapsort.btor2,f7fb24aa2f34d8713d3565db2bac6fa89ad16599a9ee04a53519277a86350df3,a9ddc1895f3a2766e8e86b924ecab86dd64e4eb86a07ad3ff7ccc92aec803dfd,safe-baseline-hard,safe,llm-raw,llm,raw,false,route 7 affine requires exactly 2 or 3 variables,invalid-route,,0,0,0,19,,,0.000000,0.000000,0.000000,4.053968,4.053968,false,[],reports/heapsort-4908dabe0f33.llm-raw.json,6e38418159508163fff82b0fcd1b0e3992d4da3856fdde95afb275ae26910705
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/heapsort.btor2,f7fb24aa2f34d8713d3565db2bac6fa89ad16599a9ee04a53519277a86350df3,a9ddc1895f3a2766e8e86b924ecab86dd64e4eb86a07ad3ff7ccc92aec803dfd,safe-baseline-hard,safe,llm-source,llm,source,true,,unknown,phase-grammar-ic3ia,6,114,93,19,78cc11443f0ed66db7036287af3a935805133ac8180a1b9fc672d4151293d827,78dbdcc77b94f24ff6a2d81aa33de481cbaa4e757726260a2cf22c111ea4b8c2,2.006485,7.563499,9.575468,2.947752,12.523220,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/heapsort-4908dabe0f33.llm-source.json,23942474a2ba036588033cd20ea43ce091a781ac4ebc1f12e286913063fe2f68
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/heapsort.btor2,f7fb24aa2f34d8713d3565db2bac6fa89ad16599a9ee04a53519277a86350df3,a9ddc1895f3a2766e8e86b924ecab86dd64e4eb86a07ad3ff7ccc92aec803dfd,safe-baseline-hard,safe,random-lifted,random,lifted,true,,timeout,phase-grammar-ic3ia,4,133,67,19,f4916a423896955882456f53e531f3801e47593ba2814bcedc652362ec45b0b9,99d1ed8b96b1055fe8ffa67350fea33be4e0558032bfccdb045531ec88e059bd,1.124084,10.348105,11.478138,0.000000,11.478138,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/heapsort-4908dabe0f33.random-lifted.json,574762e8e7ba0203f7068aeb8a9a402084b3440a40dddf7952948a1f69bf4300
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/heapsort.btor2,f7fb24aa2f34d8713d3565db2bac6fa89ad16599a9ee04a53519277a86350df3,a9ddc1895f3a2766e8e86b924ecab86dd64e4eb86a07ad3ff7ccc92aec803dfd,safe-baseline-hard,safe,random-source,random,source,true,,unknown,phase-grammar-ic3ia,3,114,51,19,cf7850028654e0734fe4be306ff467481d45f7d5d8a9723a55e31500aa53388c,985be821ca779e9348c0f1f8552460f3e3259cae82e9cc085eb1e303db61a3f0,1.259534,1.611489,2.876858,0.000000,2.876858,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/heapsort-4908dabe0f33.random-source.json,78a03d19ee98b8f0d0460dac282b8e904f498dd571a42d40604914b050464cc7
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/heapsort.btor2,f7fb24aa2f34d8713d3565db2bac6fa89ad16599a9ee04a53519277a86350df3,a9ddc1895f3a2766e8e86b924ecab86dd64e4eb86a07ad3ff7ccc92aec803dfd,safe-baseline-hard,safe,structural-all,structural,target,true,,timeout,phase-grammar-ic3ia,8,1596,712,19,643d532ab71e8343e26deb452144a2829cf25af7c1c0329075afbb0a10cb4a75,bea1ac619560b4e5bafb4c9806e393405727d9b90533ddfcd1a3b8ee601f66a2,20.046131,10.215099,30.288523,0.000000,30.288523,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unknown""}, {""name"": ""C3 H=>notBAD"", ""result"": ""not-run""}]",reports/heapsort-4908dabe0f33.structural-all.json,d965b2e9d000709a8a7234b9b3f98a4abe0589ab9661135e3457202ab022bda8
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/heapsort.btor2,f7fb24aa2f34d8713d3565db2bac6fa89ad16599a9ee04a53519277a86350df3,a9ddc1895f3a2766e8e86b924ecab86dd64e4eb86a07ad3ff7ccc92aec803dfd,safe-baseline-hard,safe,structural-global,structural,target,true,,unknown,phase-grammar-ic3ia,8,84,0,0,967752c6a15c997ce32d8c289ae98c979f882b73e4d210912897839180455a5d,bea1ac619560b4e5bafb4c9806e393405727d9b90533ddfcd1a3b8ee601f66a2,0.190894,5.470289,5.665740,0.000000,5.665740,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/heapsort-4908dabe0f33.structural-global.json,586f22c3660a05f91dbd04e43feccda2c03cc1397d42d8642ba23894b87b839a
pono-llm-routed-phase-matrix-v1,723eb64225d2c39fb4fba8477759307d184f6b40293ac4407dd3518aa1d34d0c,loop-invgen/id_trans.btor2,fdc57df44a2884ecdbcc8a341de2a349398ebb4cd44326fc6b6ee4e62e99af1f,57db45734209707f4e901d2380266222d2fcca8a26597b1f268f6a9ae1519c5b,unsafe-soundness-control,unsafe,llm-lifted,llm,lifted,true,,sat,phase-grammar-ic3ia,6,72,49,8,6fb72c27fde67bfba410ec4e2cfa8f6211f4829445ae0a6a400b4db69c175fcb,f0f4829a7d227c0e30563fee5af9855ff7f0db0c37183d92b1b84d07b08fde6c,0.279894,0.551893,0.834221,2.938293,3.772514,false,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""sat""}]",reports/id_trans-3a1483662015.llm-lifted.json,f7d6fbfa1f17d9fdeed40f295b28fd0c15ab59e38febfcad59e9fa153dace2a5
